Index,STNAME,CTYNAME,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,"Less than a high school diploma, 2009-2013","High school diploma only, 2009-2013","Some college or associate's degree, 2009-2013","Bachelor's degree or higher, 2009-2013","Percent of adults with less than a high school diploma, 2009-2013","Percent of adults with a high school diploma only, 2009-2013","Percent of adults completing some college or associate's degree, 2009-2013","Percent of adults with a bachelor's degree or higher, 2009-2013",Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Median_Household_Income_2013
Alabama-Shelby County,Alabama,Shelby County,1,117,0,0,0,0,0,0,0,1,0,0,0,1,2,4,6,"11,641","28,372","39,311","53,458",9,21,30,40,"106,798","101,779","5,019",5,"106,051","101,254","4,797",5,"68,718"
Alabama-Sumter County,Alabama,Sumter County,1,119,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"2,027","3,153","1,861","1,231",25,38,22,15,"5,458","4,956",502,9,"5,321","4,850",471,9,"24,504"
Alabama-Talladega County,Alabama,Talladega County,1,121,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"11,810","20,865","16,002","7,290",21,37,29,13,"35,616","32,612","3,004",8,"34,916","32,234","2,682",8,"38,505"
Alabama-Tallapoosa County,Alabama,Tallapoosa County,1,123,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,"6,028","10,359","7,915","4,717",21,36,27,16,"18,349","16,863","1,486",8,"18,136","16,748","1,388",8,"37,747"
Alabama-Tuscaloosa County,Alabama,Tuscaloosa County,1,125,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"15,659","36,284","33,601","31,652",13,31,29,27,"95,515","89,361","6,154",6,"96,911","91,140","5,771",6,"45,959"
Alabama-Walker County,Alabama,Walker County,1,127,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,"10,894","16,295","14,116","4,837",24,35,31,10,"26,214","24,072","2,142",8,"25,912","23,924","1,988",8,"37,193"
Alabama-Washington County,Alabama,Washington County,1,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,253","5,607","2,624","1,095",19,48,23,9,"6,708","5,969",739,11,"6,556","5,908",648,10,"41,115"
Alabama-Wilcox County,Alabama,Wilcox County,1,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,792","3,173","1,700",834,24,42,23,11,"2,782","2,238",544,20,"2,849","2,354",495,17,"23,184"
Alabama-Winston County,Alabama,Winston County,1,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,728","5,604","5,208","1,795",27,32,30,10,"9,629","8,714",915,10,"9,485","8,653",832,9,"33,578"
Alabama-Alabama,Alabama,Alabama,1,999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"539,200","991,730","939,716","722,692",17,31,29,23,"2,168,594","2,011,596","156,998",7,"2,150,118","2,003,910","146,208",7,"42,882"
Alaska-Aleutians East Borough,Alaska,Aleutians East Borough,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,"1,023",612,294,22,42,25,12,"2,217","2,075",142,6,"2,246","2,143",103,5,"56,856"
Alaska-Aleutians West Census Area,Alaska,Aleutians West Census Area,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,"1,487","1,336",540,17,37,33,13,"4,260","3,963",297,7,"4,419","4,201",218,5,"74,088"
Alaska-Anchorage Municipality,Alaska,Anchorage Municipality,2,20,1,1,1,2,1,1,1,3,1,4,0,3,1,5,4,"14,022","43,094","67,784","60,991",8,23,36,33,"158,623","150,448","8,175",5,"159,955","151,731","8,224",5,"76,362"
Alaska-Bethel Census Area,Alaska,Bethel Census Area,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"1,859","3,702","2,446","1,056",21,41,27,12,"7,394","6,203","1,191",16,"7,325","6,154","1,171",16,"42,876"
Alaska-Bristol Bay Borough,Alaska,Bristol Bay Borough,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,161,286,120,8,26,46,19,486,444,42,9,499,459,40,8,"65,283"
Alaska-Denali Borough,Alaska,Denali Borough,2,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,362,482,390,11,26,35,28,"1,077",944,133,12,"1,070",962,108,10,"68,103"
Alaska-Dillingham Census Area,Alaska,Dillingham Census Area,2,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,444,855,941,485,16,31,35,18,"2,122","1,908",214,10,"2,144","1,931",213,10,"47,930"
Alaska-Fairbanks North Star Borough,Alaska,Fairbanks North Star Borough,2,90,1,1,0,1,1,0,0,0,1,0,0,1,1,2,0,"4,140","15,229","23,200","17,416",7,25,39,29,"47,351","44,596","2,755",6,"47,119","44,411","2,708",6,"67,204"
Alaska-Haines Borough,Alaska,Haines Borough,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,596,695,587,4,31,36,30,"1,141","1,028",113,10,"1,109",993,116,11,"55,295"
Alaska-Hoonah-Angoon Census Area,Alaska,Hoonah-Angoon Census Area,2,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,462,508,425,12,29,32,27,"1,125",961,164,15,"1,141",969,172,15,"42,276"
Alaska-Juneau City and Borough,Alaska,Juneau City and Borough,2,110,0,0,1,0,1,0,0,0,1,0,0,0,2,1,0,983,"4,834","7,875","7,941",5,22,36,37,"17,613","16,732",881,5,"17,457","16,574",883,5,"83,642"
Alaska-Kenai Peninsula Borough,Alaska,Kenai Peninsula Borough,2,122,0,0,0,0,0,0,1,1,1,0,3,3,1,0,1,"2,759","12,122","14,311","9,050",7,32,37,24,"27,851","25,640","2,211",8,"27,969","25,789","2,180",8,"61,629"
Alaska-Ketchikan Gateway Borough,Alaska,Ketchikan Gateway Borough,2,130,0,0,1,0,0,0,0,0,1,1,0,1,2,0,0,597,"3,055","3,209","2,338",6,33,35,25,"7,153","6,618",535,8,"7,108","6,568",540,8,"62,619"
Alaska-Kodiak Island Borough,Alaska,Kodiak Island Borough,2,150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,866,"2,197","3,631","1,670",10,26,43,20,"6,603","6,195",408,6,"6,617","6,243",374,6,"64,782"
Alaska-Lake and Peninsula Borough,Alaska,Lake and Peninsula Borough,2,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,284,288,123,13,35,36,15,626,536,90,14,637,539,98,15,"43,936"
Alaska-Matanuska-Susitna Borough,Alaska,Matanuska-Susitna Borough,2,170,0,0,0,0,0,1,0,4,1,1,3,1,1,4,3,"4,350","18,129","22,779","12,222",8,32,40,21,"43,914","40,328","3,586",8,"44,183","40,645","3,538",8,"72,371"
Alaska-Nome Census Area,Alaska,Nome Census Area,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,"2,102","1,423",898,16,40,27,17,"4,139","3,632",507,12,"4,190","3,682",508,12,"46,471"
Alaska-North Slope Borough,Alaska,North Slope Borough,2,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,"2,030","2,312",879,14,33,38,14,"4,069","3,780",289,7,"4,326","4,075",251,6,"74,174"
Alaska-Northwest Arctic Borough,Alaska,Northwest Arctic Borough,2,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,"1,650","1,000",432,21,42,26,11,"3,070","2,570",500,16,"3,061","2,551",510,17,"54,600"
Alaska-Petersburg Census Area,Alaska,Petersburg Census Area,2,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,830,"1,057",694,4,31,39,26,"1,673","1,519",154,9,"1,636","1,475",161,10,"58,176"
Alaska-Prince of Wales-Hyder Census Area,Alaska,Prince of Wales-Hyder Census Area,2,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,"1,643","1,230",600,9,43,32,16,"2,808","2,474",334,12,"2,799","2,427",372,13,"48,175"
Alaska-Sitka City and Borough,Alaska,Sitka City and Borough,2,220,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,536,"1,312","2,164","2,080",9,22,36,34,"4,631","4,379",252,5,"4,701","4,461",240,5,"66,038"
Alaska-Skagway Municipality,Alaska,Skagway Municipality,2,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,242,323,194,5,30,41,24,793,697,96,12,805,710,95,12,"63,930"
Alaska-Southeast Fairbanks Census Area,Alaska,Southeast Fairbanks Census Area,2,240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,312,"1,379","1,787","1,046",7,30,40,23,"3,013","2,624",389,13,"2,946","2,562",384,13,"54,922"
Alaska-Valdez-Cordova Census Area,Alaska,Valdez-Cordova Census Area,2,261,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,587,"1,586","2,790","1,560",9,24,43,24,"4,937","4,452",485,10,"4,907","4,439",468,10,"63,541"
Alaska-Wade Hampton Census Area,Alaska,Wade Hampton Census Area,2,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,"1,575",865,184,23,46,25,5,"2,767","2,114",653,24,"2,835","2,164",671,24,"31,274"
Alaska-Wrangell City and Borough,Alaska,Wrangell City and Borough,2,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,684,623,301,11,38,34,17,"1,060",975,85,8,"1,063",971,92,9,"49,039"
Alaska-Yakutat City and Borough,Alaska,Yakutat City and Borough,2,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,122,157,90,7,31,40,23,286,259,27,9,277,250,27,10,"56,365"
Alaska-Yukon-Koyukuk Census Area,Alaska,Yukon-Koyukuk Census Area,2,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,"1,312","1,199",328,20,37,34,9,"2,736","2,238",498,18,"2,620","2,130",490,19,"35,114"
Alaska-Alaska,Alaska,Alaska,2,999,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"37,995","124,059","167,313","124,934",8,27,37,28,"365,537","340,332","25,205",7,"367,166","342,210","24,956",7,"70,058"
Arizona-Apache County,Arizona,Apache County,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"10,820","13,576","13,564","4,389",26,32,32,10,"21,932","17,867","4,065",19,"21,185","17,802","3,383",16,"30,252"
Arizona-Cochise County,Arizona,Cochise County,4,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,"12,613","21,483","34,913","20,004",14,24,39,22,"51,297","46,671","4,626",9,"50,978","46,677","4,301",8,"45,294"
Arizona-Coconino County,Arizona,Coconino County,4,5,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,"9,773","17,576","26,729","24,445",12,22,34,31,"71,068","65,309","5,759",8,"71,901","66,755","5,146",7,"48,732"
Arizona-Gila County,Arizona,Gila County,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"6,060","11,929","14,306","6,199",16,31,37,16,"20,946","18,948","1,998",10,"21,363","19,566","1,797",8,"39,868"
Arizona-Graham County,Arizona,Graham County,4,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"3,481","7,660","8,430","2,753",16,34,38,12,"14,366","13,212","1,154",8,"14,418","13,316","1,102",8,"43,497"
Arizona-Greenlee County,Arizona,Greenlee County,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,"2,045","1,877",592,16,38,35,11,"4,582","4,325",257,6,"4,699","4,393",306,7,"54,673"
Arizona-La Paz County,Arizona,La Paz County,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"3,948","5,365","5,177","1,477",25,34,32,9,"8,076","7,395",681,8,"8,011","7,374",637,8,"33,994"
Arizona-Maricopa County,Arizona,Maricopa County,4,13,1,2,3,1,10,7,6,0,8,3,0,7,3,16,10,"339,269","581,060","833,061","744,412",14,23,33,30,"1,913,680","1,787,074","126,606",7,"1,956,284","1,841,365","114,919",6,"52,066"
Arizona-Mohave County,Arizona,Mohave County,4,15,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,"23,763","51,064","54,705","17,549",16,35,37,12,"77,246","69,270","7,976",10,"78,247","71,342","6,905",9,"38,560"
Arizona-Navajo County,Arizona,Navajo County,4,17,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,"12,764","18,560","24,697","9,781",19,28,38,15,"42,103","36,393","5,710",14,"41,593","36,908","4,685",11,"37,182"
Arizona-Pima County,Arizona,Pima County,4,19,0,0,1,1,2,3,2,0,0,4,0,4,3,7,1,"83,435","147,811","225,168","194,026",13,23,35,30,"458,619","427,412","31,207",7,"461,806","433,321","28,485",6,"43,926"
Arizona-Pinal County,Arizona,Pinal County,4,21,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,"38,165","74,116","92,913","44,926",15,30,37,18,"149,173","136,734","12,439",8,"151,645","140,679","10,966",7,"49,887"
Arizona-Santa Cruz County,Arizona,Santa Cruz County,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"7,912","8,029","7,110","5,678",28,28,25,20,"20,199","17,074","3,125",16,"20,258","17,593","2,665",13,"35,753"
Arizona-Yavapai County,Arizona,Yavapai County,4,25,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,"15,516","40,999","63,078","38,204",10,26,40,24,"92,688","85,510","7,178",8,"95,402","89,353","6,049",6,"40,486"
Arizona-Yuma County,Arizona,Yuma County,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,078","30,741","39,280","17,300",28,25,32,14,"95,232","70,781","24,451",26,"92,838","71,198","21,640",23,"40,498"
Arizona-Arizona,Arizona,Arizona,4,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"602,437","1,032,014","1,445,008","1,131,735",14,25,34,27,"3,041,203","2,803,974","237,229",8,"3,090,628","2,877,643","212,985",7,"48,504"
Arkansas-Arkansas County,Arkansas,Arkansas County,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,094","5,948","3,500","1,634",16,45,27,12,"9,458","8,771",687,7,"9,291","8,787",504,5,"38,497"
Arkansas-Ashley County,Arkansas,Ashley County,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,325","6,566","3,984","1,796",16,45,27,12,"8,829","7,852",977,11,"8,470","7,675",795,9,"36,479"
Arkansas-Baxter County,Arkansas,Baxter County,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,902","11,510","10,753","5,187",12,37,34,17,"15,864","14,587","1,277",8,"15,740","14,671","1,069",7,"36,082"
Arkansas-Benton County,Arkansas,Benton County,5,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"20,643","45,382","38,025","41,797",14,31,26,29,"110,559","104,229","6,330",6,"113,328","108,068","5,260",5,"56,518"
Arkansas-Boone County,Arkansas,Boone County,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,756","9,830","8,196","3,951",15,38,32,15,"15,864","14,733","1,131",7,"15,417","14,469",948,6,"38,410"
Arkansas-Bradley County,Arkansas,Bradley County,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,858","3,300","1,763",834,24,43,23,11,"4,080","3,675",405,10,"4,123","3,773",350,9,"31,733"
Arkansas-Calhoun County,Arkansas,Calhoun County,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,"1,871",919,284,20,49,24,7,"2,395","2,198",197,8,"2,353","2,194",159,7,"37,497"
Arkansas-Carroll County,Arkansas,Carroll County,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,974","7,339","5,640","3,341",15,38,29,17,"12,141","11,402",739,6,"12,379","11,728",651,5,"34,109"
Arkansas-Chicot County,Arkansas,Chicot County,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,052","3,371","1,535","1,001",26,42,19,13,"3,803","3,354",449,12,"3,837","3,430",407,11,"28,006"
Arkansas-Clark County,Arkansas,Clark County,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,839","4,786","3,862","2,855",14,36,29,21,"9,806","8,915",891,9,"9,443","8,779",664,7,"36,517"
Arkansas-Clay County,Arkansas,Clay County,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,663","4,836","2,565","1,061",24,43,23,10,"6,461","5,820",641,10,"6,334","5,824",510,8,"33,488"
Arkansas-Cleburne County,Arkansas,Cleburne County,5,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,935","7,177","5,656","3,177",15,38,30,17,"9,894","9,055",839,9,"9,607","8,807",800,8,"41,612"
Arkansas-Cleveland County,Arkansas,Cleveland County,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,"2,625","1,574",814,15,44,27,14,"3,560","3,286",274,8,"3,437","3,198",239,7,"42,414"
Arkansas-Columbia County,Arkansas,Columbia County,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,232","5,689","4,237","3,095",15,37,28,20,"9,565","8,718",847,9,"9,369","8,685",684,7,"36,927"
Arkansas-Conway County,Arkansas,Conway County,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,232","6,247","3,797","2,121",16,43,26,15,"8,520","7,751",769,9,"8,466","7,868",598,7,"38,145"
Arkansas-Craighead County,Arkansas,Craighead County,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,332","20,784","16,556","15,101",15,34,27,24,"48,775","45,520","3,255",7,"49,142","46,441","2,701",6,"41,608"
Arkansas-Crawford County,Arkansas,Crawford County,5,33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,226","15,308","12,179","5,813",18,38,30,14,"26,746","24,672","2,074",8,"26,433","24,823","1,610",6,"39,384"
Arkansas-Crittenden County,Arkansas,Crittenden County,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,565","10,965","9,494","4,362",21,35,30,14,"21,326","19,487","1,839",9,"21,184","19,642","1,542",7,"37,726"
Arkansas-Cross County,Arkansas,Cross County,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,508","5,647","2,446","1,365",21,47,20,11,"8,124","7,490",634,8,"8,002","7,475",527,7,"35,438"
Arkansas-Dallas County,Arkansas,Dallas County,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,"2,941","1,029",564,18,53,19,10,"2,902","2,583",319,11,"2,861","2,590",271,10,"32,591"
Arkansas-Desha County,Arkansas,Desha County,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,970","3,486","1,992","1,088",23,41,23,13,"5,586","5,035",551,10,"5,515","5,058",457,8,"30,241"
Arkansas-Drew County,Arkansas,Drew County,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,202","4,308","3,014","2,250",19,37,26,19,"8,082","7,276",806,10,"7,895","7,213",682,9,"35,249"
Arkansas-Faulkner County,Arkansas,Faulkner County,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,409","21,569","21,774","18,917",11,31,31,27,"58,625","54,755","3,870",7,"58,134","54,835","3,299",6,"49,936"
Arkansas-Franklin County,Arkansas,Franklin County,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,192","4,782","3,735","1,512",18,39,31,12,"7,338","6,825",513,7,"7,213","6,796",417,6,"38,874"
Arkansas-Fulton County,Arkansas,Fulton County,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,454","3,729","2,862",896,16,42,32,10,"4,862","4,521",341,7,"4,710","4,428",282,6,"33,439"
Arkansas-Garland County,Arkansas,Garland County,5,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,063","22,002","23,333","14,330",13,32,34,21,"40,360","37,265","3,095",8,"40,044","37,480","2,564",6,"39,057"
Arkansas-Grant County,Arkansas,Grant County,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,837","4,836","3,365","2,142",15,40,28,18,"8,179","7,635",544,7,"8,116","7,665",451,6,"47,089"
Arkansas-Greene County,Arkansas,Greene County,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,824","12,013","7,106","4,124",17,43,25,15,"19,235","17,663","1,572",8,"19,403","18,142","1,261",7,"40,840"
Arkansas-Hempstead County,Arkansas,Hempstead County,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,734","5,661","4,415","2,107",18,38,30,14,"9,982","9,247",735,7,"9,812","9,212",600,6,"33,715"
Arkansas-Hot Spring County,Arkansas,Hot Spring County,5,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"3,801","9,400","6,857","2,811",17,41,30,12,"13,952","12,918","1,034",7,"13,863","13,049",814,6,"39,927"
Arkansas-Howard County,Arkansas,Howard County,5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,165","3,385","2,400","1,088",24,37,27,12,"6,165","5,762",403,7,"6,249","5,883",366,6,"32,740"
Arkansas-Independence County,Arkansas,Independence County,5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,304","9,811","6,978","3,537",17,40,28,14,"15,621","14,199","1,422",9,"15,271","14,055","1,216",8,"37,761"
Arkansas-Izard County,Arkansas,Izard County,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,045","4,047","2,833","1,188",20,40,28,12,"4,941","4,512",429,9,"4,841","4,472",369,8,"33,308"
Arkansas-Jackson County,Arkansas,Jackson County,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,085","5,708","2,739","1,111",24,45,22,9,"6,200","5,523",677,11,"6,115","5,543",572,9,"32,923"
Arkansas-Jefferson County,Arkansas,Jefferson County,5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,473","18,358","14,186","8,706",17,37,29,18,"30,678","27,477","3,201",10,"29,195","26,592","2,603",9,"36,169"
Arkansas-Johnson County,Arkansas,Johnson County,5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,411","7,201","3,690","2,461",20,43,22,15,"10,441","9,633",808,8,"10,185","9,510",675,7,"33,634"
Arkansas-Lafayette County,Arkansas,Lafayette County,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,155","2,334","1,101",552,22,45,21,11,"2,716","2,447",269,10,"2,641","2,430",211,8,"30,642"
Arkansas-Lawrence County,Arkansas,Lawrence County,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,635","5,001","2,829","1,213",23,43,24,10,"7,071","6,432",639,9,"6,994","6,476",518,7,"34,740"
Arkansas-Lee County,Arkansas,Lee County,5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,112","2,923","1,517",501,30,41,22,7,"3,284","2,967",317,10,"3,226","2,972",254,8,"27,068"
Arkansas-Lincoln County,Arkansas,Lincoln County,5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,620","4,345","2,149",781,26,44,22,8,"4,309","3,942",367,9,"4,144","3,841",303,7,"36,062"
Arkansas-Little River County,Arkansas,Little River County,5,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,524","3,576","3,108",969,17,39,34,11,"5,644","5,208",436,8,"5,534","5,166",368,7,"36,310"
Arkansas-Logan County,Arkansas,Logan County,5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,818","6,347","4,149","1,770",19,42,28,12,"9,140","8,421",719,8,"9,003","8,455",548,6,"34,090"
Arkansas-Lonoke County,Arkansas,Lonoke County,5,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,948","15,688","14,823","8,129",13,35,33,18,"32,416","30,410","2,006",6,"32,178","30,506","1,672",5,"55,648"
Arkansas-Madison County,Arkansas,Madison County,5,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,490","4,556","2,493","1,097",23,43,23,10,"6,778","6,379",399,6,"6,954","6,614",340,5,"36,358"
Arkansas-Marion County,Arkansas,Marion County,5,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,082","5,252","3,695","1,632",16,41,29,13,"6,440","5,936",504,8,"6,436","6,020",416,7,"34,217"
Arkansas-Miller County,Arkansas,Miller County,5,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,322","11,654","8,996","4,035",15,40,31,14,"19,339","18,071","1,268",7,"19,052","17,905","1,147",6,"40,005"
Arkansas-Mississippi County,Arkansas,Mississippi County,5,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,433","10,434","8,316","3,771",22,36,29,13,"18,786","16,638","2,148",11,"18,954","17,190","1,764",9,"34,285"
Arkansas-Monroe County,Arkansas,Monroe County,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,375","2,051","1,519",632,25,37,27,11,"3,083","2,811",272,9,"3,080","2,870",210,7,"29,870"
Arkansas-Montgomery County,Arkansas,Montgomery County,5,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,201","2,677","2,029",871,18,39,30,13,"3,377","3,091",286,9,"3,321","3,052",269,8,"31,763"
Arkansas-Nevada County,Arkansas,Nevada County,5,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,099","2,549","1,718",787,18,41,28,13,"3,733","3,444",289,8,"3,646","3,423",223,6,"33,341"
Arkansas-Newton County,Arkansas,Newton County,5,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,196","2,418","1,555",749,20,41,26,13,"3,453","3,208",245,7,"3,361","3,159",202,6,"31,824"
Arkansas-Ouachita County,Arkansas,Ouachita County,5,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,710","7,161","5,053","2,741",15,41,29,16,"10,125","9,144",981,10,"9,883","9,087",796,8,"35,006"
Arkansas-Perry County,Arkansas,Perry County,5,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,109","3,226","2,010",858,15,45,28,12,"4,310","3,906",404,9,"4,240","3,914",326,8,"42,328"
Arkansas-Phillips County,Arkansas,Phillips County,5,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,670","4,161","4,043","1,626",27,31,30,12,"7,515","6,647",868,12,"7,199","6,508",691,10,"25,894"
Arkansas-Pike County,Arkansas,Pike County,5,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,509","2,734","2,304","1,051",20,36,30,14,"4,151","3,782",369,9,"4,160","3,849",311,8,"35,592"
Arkansas-Poinsett County,Arkansas,Poinsett County,5,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,387","6,931","3,717","1,409",27,42,23,9,"10,018","9,172",846,8,"10,073","9,376",697,7,"34,113"
Arkansas-Polk County,Arkansas,Polk County,5,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,117","5,525","4,815","1,748",15,39,34,12,"8,365","7,751",614,7,"8,362","7,825",537,6,"31,818"
Arkansas-Pope County,Arkansas,Pope County,5,115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,049","13,089","10,757","8,083",18,34,28,21,"29,318","27,131","2,187",8,"29,204","27,346","1,858",6,"39,704"
Arkansas-Prairie County,Arkansas,Prairie County,5,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,315","2,817","1,438",574,21,46,23,9,"3,759","3,491",268,7,"3,767","3,543",224,6,"38,921"
Arkansas-Pulaski County,Arkansas,Pulaski County,5,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27,836","71,247","78,450","80,325",11,28,30,31,"184,588","172,347","12,241",7,"182,809","172,578","10,231",6,"46,526"
Arkansas-Randolph County,Arkansas,Randolph County,5,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,418","4,682","3,709","1,516",20,38,30,12,"6,616","5,978",638,10,"6,479","5,957",522,8,"33,148"
